Time (msec),AVCS Normal Output Duty Bank 0 (D2WD610H diagnostic)* (%),AVCS Normal Output Duty Bank 1 (D2WD610H diagnostic)* (%),Accelerator Pedal Angle (%),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Intake OCV Current Left (mA),Intake OCV Current Right (mA),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
20383,7.93,7.80,0.00,24,1329,14.11,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.463,10.20,0
20486,7.93,7.80,0.00,24,1340,14.10,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.146,10.20,0
20590,7.93,7.80,0.00,24,1326,14.09,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.463,10.20,0
20695,7.93,7.80,0.00,24,1335,13.88,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.463,10.20,0
20799,7.92,7.80,0.00,24,1337,14.10,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.463,10.20,0
20902,7.92,7.79,0.00,24,1344,14.10,0.00,0.00,3.58,0.0000,4.50,0,64,64,0,0,0,48.146,10.20,0
21006,7.92,7.79,0.00,24,1328,14.10,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.463,10.20,0
21110,7.92,7.79,0.00,24,1333,14.53,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.781,10.20,0
21214,7.92,7.79,0.00,24,1329,14.08,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.781,10.20,0
21318,7.92,7.79,0.00,24,1326,14.12,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.781,10.20,0
21422,7.91,7.79,0.00,24,1329,14.09,0.00,0.00,3.58,0.0000,6.00,0,64,64,0,0,0,49.099,10.20,0
21526,7.91,7.78,0.00,24,1329,14.37,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
21630,7.91,7.78,0.00,24,1334,14.33,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,49.099,10.20,0
21734,7.91,7.78,0.00,24,1326,14.11,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.781,10.20,0
21838,7.91,7.78,0.00,24,1339,14.08,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.781,10.20,0
21942,7.91,7.78,0.00,24,1326,14.11,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,48.463,10.20,0
22045,7.90,7.78,0.00,24,1330,14.58,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.781,10.20,0
22150,7.90,7.77,0.00,24,1324,14.11,0.00,0.00,3.58,0.0000,6.00,0,64,64,0,0,0,48.781,10.20,0
22255,7.90,7.77,0.00,24,1318,14.12,0.00,0.00,3.58,0.0000,6.00,0,64,64,0,0,0,49.099,10.20,0
22358,7.90,7.77,0.00,24,1314,14.56,0.00,0.00,3.58,0.0000,6.00,0,64,64,0,0,0,49.416,10.20,0
22463,7.90,7.77,0.00,24,1318,14.59,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,49.099,10.20,0
22567,7.90,7.77,0.00,24,1322,14.10,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
22671,7.90,7.77,0.00,24,1307,14.59,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
22775,7.89,7.77,0.00,25,1325,14.35,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.781,10.20,0
22880,7.89,7.77,0.00,25,1324,13.89,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.781,10.20,0
22983,7.89,7.77,0.00,25,1323,14.14,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,48.781,10.20,0
23087,7.89,7.76,0.00,25,1311,14.60,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
23192,7.89,7.76,0.00,25,1306,14.17,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
23296,7.89,7.76,0.00,25,1322,14.12,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
23399,7.89,7.76,0.00,25,1309,14.10,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
23504,7.89,7.76,0.00,25,1325,14.11,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
23608,7.88,7.76,0.00,25,1317,14.13,0.00,0.00,3.58,0.0000,6.00,0,64,64,0,0,0,49.099,10.20,0
23711,7.88,7.76,0.00,25,1317,14.37,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
23816,7.88,7.76,0.00,25,1315,14.84,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
23919,7.88,7.76,0.00,25,1313,14.11,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,49.416,10.20,0
24023,7.88,7.76,0.00,25,1308,14.59,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
24127,7.88,7.76,0.00,25,1310,14.10,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
24232,7.88,7.75,0.00,25,1318,14.12,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,49.099,10.20,0
24336,7.88,7.75,0.00,25,1312,14.09,0.00,0.00,3.58,0.0000,6.00,0,64,64,0,0,0,49.416,10.20,0
24439,7.88,7.75,0.00,25,1317,14.61,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,49.734,10.20,0
24544,7.87,7.75,0.00,25,1316,14.09,0.00,0.00,3.58,0.0000,5.50,0,64,64,0,0,0,50.052,10.20,0
24647,7.87,7.75,0.00,25,1317,14.60,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,50.052,10.20,0
24751,7.87,7.75,0.00,25,1332,14.10,0.00,0.00,3.58,0.0000,4.50,0,64,64,0,0,0,49.734,10.20,0
24855,7.87,7.75,0.00,25,1318,14.57,0.00,0.00,3.58,0.0000,5.00,0,64,64,0,0,0,49.734,10.20,0
24958,7.87,7.75,0.00,25,1335,14.11,0.00,0.00,3.58,0.0000,4.50,0,64,64,0,0,0,49.734,10.20,0
25063,7.87,7.75,0.00,25,1344,14.50,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
25168,7.87,7.75,0.00,25,1342,14.58,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,49.734,10.59,0
25272,7.87,7.75,0.00,25,1332,14.13,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
25375,7.87,7.75,0.00,25,1344,14.12,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
25480,7.86,7.74,0.00,25,1343,14.58,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
25584,7.86,7.74,0.00,25,1349,14.13,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
25687,7.86,7.74,0.00,25,1353,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
25792,7.86,7.74,0.00,25,1358,14.59,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
25896,7.86,7.74,0.00,25,1346,14.81,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
26001,7.86,7.74,0.00,25,1353,14.12,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
26104,7.86,7.74,0.00,25,1353,14.09,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
26208,7.86,7.74,0.00,25,1360,14.58,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
26313,7.86,7.74,0.00,25,1361,14.10,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
26416,7.86,7.74,0.00,25,1361,14.13,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
26520,7.85,7.74,0.00,25,1342,14.11,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
26624,7.85,7.74,0.00,25,1346,14.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
26728,7.85,7.74,0.00,25,1349,14.59,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
26832,7.85,7.74,0.00,25,1357,14.40,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
26935,7.85,7.74,0.00,25,1352,14.90,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
27040,7.85,7.74,0.00,25,1350,14.37,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.687,10.59,0
27144,7.85,7.73,0.00,25,1334,15.33,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.687,10.59,0
27247,7.85,7.73,0.00,25,1354,15.13,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.687,10.59,0
27351,7.85,7.73,0.00,25,1349,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
27456,7.85,7.73,0.00,25,1361,14.56,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
27559,7.85,7.73,0.00,25,1362,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
27663,7.84,7.73,0.00,25,1351,14.57,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
27768,7.84,7.73,0.00,25,1360,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
27871,7.84,7.73,0.00,25,1356,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
27975,7.84,7.73,0.00,25,1368,14.60,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
28080,7.84,7.73,0.00,25,1370,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
28184,7.84,7.73,0.00,25,1366,14.59,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
28287,7.84,7.73,0.00,25,1354,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
28391,7.84,7.73,0.00,25,1368,14.59,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
28495,7.84,7.73,0.00,25,1359,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
28599,7.84,7.73,0.00,25,1370,14.57,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
28703,7.84,7.73,0.00,25,1356,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
28807,7.84,7.73,0.00,25,1350,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
28911,7.84,7.73,0.00,25,1358,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
29015,7.84,7.73,0.00,25,1357,14.57,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
29118,7.84,7.73,0.00,25,1367,14.12,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
29222,7.84,7.73,0.00,25,1374,13.87,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
29327,7.83,7.73,0.00,25,1366,14.60,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
29431,7.83,7.73,0.00,25,1356,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
29534,7.83,7.73,0.00,25,1362,14.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
29639,7.83,7.72,0.00,25,1354,14.11,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
29742,7.83,7.72,0.00,25,1364,14.60,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
29846,7.83,7.72,0.00,25,1368,14.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
29950,7.83,7.72,0.00,25,1363,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
30055,7.83,7.72,0.00,25,1368,14.60,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
30160,7.83,7.72,0.00,25,1361,14.12,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
30265,7.83,7.72,0.00,25,1372,14.13,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
30370,7.83,7.72,0.00,25,1356,14.10,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.052,10.59,0
30473,7.83,7.72,0.00,25,1356,14.10,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
30577,7.83,7.72,0.00,25,1341,14.10,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.369,10.59,0
30681,7.83,7.72,0.00,25,1364,14.46,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
30786,7.83,7.72,0.00,25,1366,14.15,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.369,10.59,0
30890,7.83,7.72,0.00,25,1370,14.13,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
30993,7.83,7.72,0.00,25,1358,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
31097,7.83,7.72,0.00,25,1344,14.60,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,51.005,10.59,0
31202,7.83,7.72,0.00,25,1342,14.56,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.687,10.59,0
31305,7.83,7.72,0.00,25,1354,14.35,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.687,10.59,0
31409,7.83,7.72,0.00,25,1350,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
31514,7.83,7.72,0.00,25,1360,14.58,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.369,10.59,0
31617,7.83,7.71,0.00,25,1353,14.14,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
31722,7.83,7.71,0.00,25,1352,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
31826,7.83,7.71,0.00,25,1368,14.13,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
31930,7.83,7.71,0.00,25,1354,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
32033,7.83,7.71,0.00,25,1353,14.60,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
32138,7.83,7.71,0.00,25,1353,14.35,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.369,10.59,0
32241,7.83,7.71,0.00,25,1352,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
32346,7.82,7.71,0.00,25,1344,14.11,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
32450,7.82,7.71,0.00,25,1365,14.17,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
32553,7.82,7.71,0.00,25,1360,14.57,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.369,10.59,0
32657,7.82,7.71,0.00,25,1363,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.687,10.59,0
32762,7.82,7.71,0.00,25,1358,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
32865,7.82,7.71,0.00,25,1357,14.60,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
32969,7.82,7.71,0.00,25,1343,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
33073,7.82,7.71,0.00,25,1363,14.12,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
33177,7.82,7.71,0.00,25,1351,14.15,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.687,10.59,0
33281,7.82,7.71,0.00,25,1352,14.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.687,10.59,0
33385,7.82,7.71,0.00,25,1359,14.40,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
33489,7.82,7.71,0.00,25,1354,13.88,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.369,10.59,0
33594,7.82,7.71,0.00,25,1372,14.62,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,49.734,10.59,0
33697,7.82,7.71,0.00,25,1365,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
33802,7.82,7.71,0.00,25,1374,14.62,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
33907,7.82,7.71,0.00,25,1370,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
34011,7.82,7.71,0.00,25,1374,14.13,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
34114,7.82,7.71,0.00,25,1361,14.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
34218,7.82,7.71,0.00,25,1363,14.60,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
34323,7.82,7.71,0.00,25,1356,14.60,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
34426,7.82,7.71,0.00,25,1372,14.85,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
34530,7.82,7.71,0.00,25,1367,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
34635,7.82,7.71,0.00,25,1361,14.60,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
34738,7.82,7.71,0.00,25,1376,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
34843,7.82,7.71,0.00,25,1363,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
34948,7.82,7.71,0.00,25,1372,14.60,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
35051,7.82,7.71,0.00,25,1371,15.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.369,10.59,0
35154,7.82,7.71,0.00,25,1373,14.61,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.052,10.59,0
35259,7.82,7.71,0.00,25,1366,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
35363,7.82,7.71,0.00,25,1365,14.63,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
35467,7.82,7.70,0.00,25,1366,14.56,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
35571,7.82,7.70,0.00,25,1374,14.37,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
35675,7.82,7.70,0.00,25,1380,14.60,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,50.052,10.59,0
35779,7.82,7.70,0.00,25,1374,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
35884,7.82,7.70,0.00,25,1389,14.59,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,49.416,10.59,0
35987,7.82,7.70,0.00,25,1389,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
36091,7.82,7.70,0.00,25,1378,15.14,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
36195,7.81,7.70,0.00,25,1366,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
36299,7.81,7.70,0.00,25,1364,14.61,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,50.052,10.59,0
36404,7.81,7.70,0.00,25,1376,14.59,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
36507,7.81,7.70,0.00,25,1372,14.86,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
36611,7.81,7.70,0.00,26,1375,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
36714,7.81,7.70,0.00,26,1381,15.15,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
36819,7.81,7.70,0.00,26,1363,14.57,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
36923,7.81,7.70,0.00,26,1368,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
37026,7.81,7.70,0.00,26,1368,15.11,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
37131,7.81,7.70,0.00,26,1390,14.62,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
37235,7.81,7.70,0.00,26,1389,14.59,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
37338,7.81,7.70,0.00,26,1370,14.62,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
37443,7.81,7.70,0.00,26,1384,14.59,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
37547,7.81,7.70,0.00,26,1376,14.61,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
37650,7.81,7.70,0.00,26,1383,14.34,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
37755,7.81,7.70,0.00,26,1380,14.89,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,50.052,10.59,0
37858,7.81,7.70,0.00,26,1375,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
37962,7.81,7.70,0.00,26,1390,15.13,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
38067,7.81,7.70,0.00,26,1370,14.62,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
38170,7.81,7.70,0.00,26,1373,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
38274,7.81,7.70,0.00,26,1379,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
38379,7.81,7.70,0.00,26,1382,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,50.052,10.59,0
38482,7.81,7.70,0.00,26,1393,15.14,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,49.416,10.59,0
38586,7.81,7.70,0.00,26,1390,15.12,0.00,0.00,3.84,0.0000,4.50,0,64,64,0,0,0,49.416,10.59,0
38689,7.81,7.70,0.00,26,1386,14.65,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
38794,7.81,7.70,0.00,26,1381,14.58,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,49.734,10.59,0
38898,7.81,7.70,0.00,26,1377,14.62,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
39002,7.81,7.70,0.00,26,1366,15.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
39106,7.81,7.70,0.00,26,1364,15.62,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
39209,7.81,7.70,0.00,26,1379,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
39313,7.81,7.70,0.00,26,1388,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.099,10.59,0
39418,7.81,7.70,0.00,26,1382,14.58,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.734,10.59,0
39521,7.81,7.70,0.00,26,1372,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
39625,7.81,7.70,0.00,26,1381,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
39729,7.81,7.70,0.00,26,1381,15.12,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
39833,7.81,7.70,0.00,26,1378,14.36,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,49.099,10.59,0
39938,7.81,7.70,0.00,26,1372,15.13,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
40042,7.81,7.70,0.00,26,1356,14.59,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,49.416,10.59,0
40145,7.81,7.70,0.00,26,1375,14.92,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.59,0
40249,7.81,7.70,0.00,26,1363,14.68,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
40353,7.81,7.70,0.00,26,1366,14.59,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,49.734,10.59,0
40457,7.81,7.70,0.00,26,1372,14.62,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.734,10.59,0
40562,7.81,7.70,0.00,26,1366,14.59,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
40666,7.81,7.70,0.00,26,1373,14.60,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.099,10.59,0
40770,7.81,7.70,0.00,26,1367,14.83,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
40874,7.81,7.70,0.00,26,1362,14.61,0.00,0.00,3.84,0.0000,6.00,0,64,64,0,0,0,49.416,10.20,0
40977,7.81,7.69,0.00,26,1367,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
41082,7.81,7.69,0.00,26,1378,14.60,0.00,0.00,3.84,0.0000,5.00,0,64,64,0,0,0,49.416,10.20,0
41187,7.81,7.69,0.00,26,1362,14.58,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.59,0
41290,7.81,7.69,0.00,26,1359,14.61,0.00,0.00,3.84,0.0000,5.50,0,64,64,0,0,0,49.416,10.20,0
