Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Accelerator Pedal Angle (%),Combined Throttle Request (D2WD610H diagnostic)* (%),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Manifold Absolute Pressure (kPa)
19659,14.32,7,34,0.71,1349,14.60,29952,1.01,2.3508,15.00,22,15.77,9.02,0.0000,0.00,8.68,1328.1,9,40
19762,14.40,7,34,0.71,1345,14.58,29952,1.01,2.3475,15.00,22,15.86,9.02,0.0000,0.00,8.68,1328.1,9,40
19867,14.32,7,34,0.71,1346,14.12,26816,1.01,2.3470,15.00,22,15.67,9.02,0.0000,0.00,8.68,1328.1,9,41
19970,14.40,7,34,0.71,1347,14.33,28416,1.01,2.3447,15.00,22,15.77,9.02,0.0000,0.00,8.69,1328.1,9,40
20075,14.32,7,34,0.71,1344,14.09,26752,1.01,2.3438,15.00,22,15.86,9.02,0.0000,0.00,8.67,1328.1,9,40
20179,14.40,7,34,0.71,1338,14.10,26880,1.01,2.3440,15.00,22,15.77,9.02,0.0000,0.00,8.69,1328.1,9,40
20282,14.40,7,34,0.71,1340,14.10,26944,1.01,2.3453,15.00,22,15.74,9.02,0.0000,0.00,8.68,1328.1,9,41
20387,14.40,7,34,0.71,1342,14.11,26944,1.01,2.3445,15.00,22,16.00,9.02,0.0000,0.00,8.69,1328.1,9,41
20490,14.32,7,34,0.71,1335,14.11,26816,1.01,2.3455,15.00,22,15.69,9.02,0.0000,0.00,8.68,1328.1,9,41
20595,14.40,7,34,0.71,1331,14.56,29952,1.01,2.3453,15.00,22,15.61,9.02,0.0000,0.00,8.69,1328.1,9,41
20699,14.40,7,34,0.71,1334,14.10,27072,1.01,2.3438,15.00,22,15.68,9.02,0.0000,0.00,8.69,1328.1,9,41
20803,14.40,7,34,0.71,1324,14.37,28544,1.01,2.3455,15.00,22,15.66,9.02,0.0000,0.00,8.68,1328.1,9,41
20907,14.40,7,34,0.71,1324,14.36,26880,1.01,2.3465,15.00,22,15.61,9.02,0.0000,0.00,8.69,1328.1,9,41
21011,14.24,7,34,0.71,1322,14.09,27008,1.01,2.3493,15.00,22,15.61,9.02,0.0000,0.00,8.69,1328.1,9,41
21115,14.32,7,34,0.71,1316,14.58,29120,1.01,2.3520,15.00,22,15.71,9.02,0.0000,0.00,8.70,1328.1,9,41
21219,14.32,7,34,0.71,1316,14.11,26752,1.01,2.3542,15.00,22,15.56,9.02,0.0000,0.00,8.70,1328.1,9,41
21324,14.40,7,34,0.71,1320,14.10,26880,1.01,2.3548,15.00,22,15.71,9.02,0.0000,0.00,8.69,1328.1,9,41
21427,14.40,7,34,0.71,1322,14.10,26944,1.01,2.3610,15.00,22,15.85,9.02,0.0000,0.00,8.70,1328.1,9,41
21532,14.32,7,34,0.71,1318,14.12,27008,1.01,2.3658,15.00,22,15.75,9.02,0.0000,0.00,8.70,1328.1,9,41
21635,14.40,7,34,0.71,1318,14.11,26816,1.01,2.3665,15.00,22,15.63,9.02,0.0000,0.00,8.69,1328.1,9,41
21740,14.32,7,34,0.71,1325,14.10,26944,1.01,2.3660,15.00,22,15.86,9.02,0.0000,0.00,8.70,1328.1,9,41
21843,14.32,7,34,0.72,1325,14.09,27008,1.01,2.3698,15.00,22,15.75,9.02,0.0000,0.00,8.69,1328.1,9,41
21947,14.32,7,34,0.71,1321,14.12,27008,1.01,2.3690,15.00,22,15.77,9.02,0.0000,0.00,8.69,1328.1,9,41
22051,14.40,7,34,0.71,1332,14.00,25344,1.01,2.3675,15.00,22,15.76,9.02,0.0000,0.00,8.70,1328.1,9,41
22154,14.40,7,34,0.71,1328,13.86,25344,1.01,2.3660,15.00,22,15.79,9.02,0.0000,0.00,8.70,1328.1,9,41
22259,14.40,7,34,0.71,1326,14.11,27008,1.01,2.3647,15.00,22,15.73,9.02,0.0000,0.00,8.71,1328.1,9,41
22362,14.40,7,34,0.71,1328,14.13,26816,1.01,2.3640,15.00,22,15.85,9.02,0.0000,0.00,8.70,1328.1,9,41
22467,14.40,7,34,0.71,1336,14.11,26816,1.01,2.3643,15.00,22,15.94,9.02,0.0000,0.00,8.69,1328.1,9,41
22570,14.40,7,34,0.71,1334,14.10,27008,1.01,2.3628,15.00,22,15.90,9.02,0.0000,0.00,8.70,1328.1,9,41
22675,14.32,7,34,0.71,1336,14.12,27008,1.01,2.3620,15.00,22,15.83,9.02,0.0000,0.00,8.69,1328.1,9,41
22779,14.32,7,34,0.71,1336,14.11,26880,1.01,2.3588,15.00,22,15.75,9.02,0.0000,0.00,8.70,1328.1,9,41
22882,14.16,7,34,0.71,1328,14.11,28224,1.01,2.3567,15.00,22,15.76,9.02,0.0000,0.00,8.70,1328.1,9,41
22987,14.32,7,34,0.71,1330,14.35,28672,1.01,2.3580,15.00,22,15.78,9.02,0.0000,0.00,8.70,1328.1,9,41
23090,14.32,7,34,0.71,1334,14.83,31040,1.01,2.3600,15.00,22,15.78,9.02,0.0000,0.00,8.70,1328.1,9,41
23194,14.40,7,34,0.71,1328,14.60,27776,1.01,2.3603,15.00,22,15.90,9.02,0.0000,0.00,8.70,1328.1,9,41
23299,14.40,7,34,0.71,1328,14.10,27072,1.01,2.3620,15.00,22,15.75,9.02,0.0000,0.00,8.70,1328.1,9,41
23402,14.40,7,34,0.71,1332,14.10,27072,1.01,2.3622,15.00,22,15.66,9.02,0.0000,0.00,8.69,1328.1,9,41
23507,14.32,7,34,0.71,1320,14.14,26816,1.01,2.3605,15.00,22,15.81,9.02,0.0000,0.00,8.70,1328.1,9,41
23611,14.40,7,34,0.71,1326,14.11,26880,1.01,2.3613,15.00,22,15.74,9.02,0.0000,0.00,8.69,1328.1,9,41
23715,14.40,7,34,0.71,1329,14.47,30080,1.01,2.3628,15.00,22,15.95,9.02,0.0000,0.00,8.70,1328.1,9,41
23820,14.40,7,34,0.71,1334,14.17,27008,1.01,2.3668,15.00,22,16.08,9.02,0.0000,0.00,8.70,1328.1,9,41
23924,14.40,7,34,0.71,1332,14.59,29952,1.01,2.3678,15.00,22,15.94,9.02,0.0000,0.00,8.70,1328.1,9,41
24028,14.40,7,34,0.71,1338,14.11,26944,1.01,2.3680,15.00,22,15.73,9.02,0.0000,0.00,8.70,1328.1,9,41
24131,14.40,7,34,0.71,1342,14.09,26880,1.01,2.3670,15.00,22,15.87,9.02,0.0000,0.00,8.70,1328.1,9,41
24236,14.40,7,34,0.71,1336,13.90,25408,1.01,2.3668,15.00,22,15.83,9.02,0.0000,0.00,8.70,1328.1,9,41
24339,14.40,7,34,0.71,1342,14.11,26880,1.01,2.3643,15.00,22,15.92,9.02,0.0000,0.00,8.69,1328.1,9,41
24444,14.32,7,34,0.71,1344,14.10,27008,1.01,2.3622,15.00,22,15.99,9.02,0.0000,0.00,8.70,1328.1,9,41
24547,14.32,7,34,0.71,1336,14.10,27072,1.01,2.3635,15.00,22,15.90,9.02,0.0000,0.00,8.70,1328.1,9,41
24652,14.32,7,34,0.71,1332,14.60,30080,1.01,2.3632,15.00,22,15.82,9.02,0.0000,0.00,8.70,1328.1,9,41
24755,14.32,7,34,0.71,1339,14.58,29952,1.01,2.3630,15.00,22,15.95,9.02,0.0000,0.00,8.70,1328.1,9,41
24860,14.16,7,34,0.71,1329,14.57,30144,1.01,2.3632,15.00,22,15.89,9.02,0.0000,0.00,8.70,1328.1,9,41
24963,14.40,7,34,0.71,1330,14.59,30144,1.01,2.3655,15.00,22,15.84,9.02,0.0000,0.00,8.70,1328.1,9,41
25068,14.32,7,34,0.71,1328,14.61,30080,1.01,2.3668,15.00,22,15.75,9.02,0.0000,0.00,8.70,1328.1,9,41
25171,14.32,7,34,0.71,1326,14.69,31616,1.01,2.3670,15.00,22,16.01,9.02,0.0000,0.00,8.69,1328.1,9,41
25276,14.32,7,34,0.71,1328,14.58,30144,1.01,2.3695,15.00,22,15.93,9.02,0.0000,0.00,8.69,1328.1,9,41
25379,14.40,7,34,0.72,1324,14.61,30144,1.01,2.3730,15.00,22,15.86,9.02,0.0000,0.00,8.69,1328.1,9,41
25483,14.40,7,34,0.72,1329,14.59,29824,1.01,2.3752,15.00,22,15.99,9.02,0.0000,0.00,8.70,1328.1,9,41
25587,14.40,7,34,0.72,1327,14.58,30016,1.01,2.3773,15.00,22,15.87,9.02,0.0000,0.00,8.69,1328.1,9,41
25692,14.40,7,34,0.72,1328,14.21,27072,1.01,2.3800,15.00,22,16.00,9.02,0.0000,0.00,8.69,1328.1,9,41
25795,14.40,7,34,0.72,1334,14.13,27008,1.01,2.3813,15.00,22,15.99,9.02,0.0000,0.00,8.70,1328.1,9,41
25900,14.40,7,34,0.72,1328,14.12,26816,1.01,2.3810,15.00,22,15.87,9.02,0.0000,0.00,8.70,1328.1,9,41
26004,14.16,7,34,0.72,1323,14.56,30144,1.01,2.3822,15.00,22,15.91,9.02,0.0000,0.00,8.69,1328.1,9,41
26108,14.32,7,34,0.72,1333,14.58,30208,1.01,2.3818,15.00,22,15.84,9.02,0.0000,0.00,8.69,1328.1,9,41
26211,14.32,7,34,0.72,1324,14.61,29952,1.01,2.3832,15.00,22,16.00,9.02,0.0000,0.00,8.70,1328.1,9,41
26316,14.40,7,34,0.72,1326,13.90,25408,1.01,2.3818,15.00,22,15.88,9.02,0.0000,0.00,8.69,1328.1,9,41
26419,14.32,7,34,0.72,1330,13.87,25664,1.01,2.3832,15.00,22,15.95,9.02,0.0000,0.00,8.70,1328.1,9,41
26524,14.40,7,34,0.72,1330,14.13,27008,1.01,2.3845,15.00,22,15.98,9.02,0.0000,0.00,8.69,1328.1,9,41
26627,14.40,7,34,0.72,1326,14.61,29952,1.01,2.3680,15.00,22,15.84,9.02,0.0000,0.00,8.70,1328.1,9,41
26732,14.40,7,34,0.72,1319,14.12,26944,1.01,2.3690,15.00,22,15.89,9.02,0.0000,0.00,8.70,1328.1,9,41
26835,14.40,7,34,0.72,1334,14.56,30144,1.01,2.3855,15.00,22,15.95,9.02,0.0000,0.00,8.69,1328.1,9,41
26939,14.24,7,34,0.72,1322,14.13,27072,1.01,2.3850,15.00,22,15.86,9.02,0.0000,0.00,8.70,1328.1,9,41
27043,14.40,7,34,0.72,1328,14.12,28288,1.01,2.3853,15.00,22,16.03,9.02,0.0000,0.00,8.69,1328.1,9,41
27147,14.24,7,34,0.72,1341,14.57,28928,1.01,2.3868,15.00,22,16.12,9.02,0.0000,0.00,8.69,1328.1,9,41
27251,14.32,7,34,0.72,1341,14.36,30080,1.01,2.3878,15.00,22,16.22,9.02,0.0000,0.00,8.69,1328.1,9,41
27355,14.32,7,34,0.72,1341,14.85,30208,1.01,2.3878,15.00,22,16.02,9.02,0.0000,0.00,8.69,1328.1,9,41
27459,14.32,7,34,0.72,1348,14.59,26880,1.01,2.3822,15.00,22,15.76,9.02,0.0000,0.00,8.70,1328.1,9,41
27562,14.24,7,34,0.72,1338,14.32,30144,1.01,2.3770,15.00,22,16.03,9.02,0.0000,0.00,8.69,1328.1,9,41
27667,14.32,7,34,0.72,1341,14.59,30144,1.01,2.3748,15.00,22,15.88,9.02,0.0000,0.00,8.69,1328.1,9,41
27770,14.32,7,34,0.72,1340,14.61,30080,1.01,2.3723,15.00,22,15.82,9.02,0.0000,0.00,8.69,1328.1,9,41
27875,14.32,7,34,0.71,1332,14.58,30016,1.01,2.3698,15.00,22,16.06,9.02,0.0000,0.00,8.70,1328.1,9,41
27978,14.32,7,34,0.72,1331,14.58,30208,1.01,2.3708,15.00,22,16.05,9.02,0.0000,0.00,8.69,1328.1,9,41
28083,14.40,7,34,0.72,1340,14.61,30144,1.01,2.3730,15.00,22,15.88,9.02,0.0000,0.00,8.69,1328.1,9,41
28186,14.32,7,34,0.72,1334,14.61,30016,1.01,2.3748,15.00,22,15.99,9.02,0.0000,0.00,8.69,1328.1,9,41
28291,14.40,7,34,0.72,1337,14.58,30016,1.01,2.3730,15.00,22,15.96,9.02,0.0000,0.00,8.69,1328.1,9,41
28394,14.40,7,34,0.72,1340,14.56,29952,1.01,2.3720,15.00,22,15.99,9.02,0.0000,0.00,8.69,1328.1,9,41
28498,14.40,7,34,0.72,1345,14.36,28480,1.01,2.3712,15.00,22,16.09,9.02,0.0000,0.00,8.69,1328.1,9,41
28602,14.40,7,34,0.71,1334,14.62,29952,1.01,2.3705,15.00,22,15.89,9.02,0.0000,0.00,8.69,1328.1,9,41
28707,14.40,7,34,0.71,1332,14.58,30080,1.01,2.3695,15.00,22,15.88,9.02,0.0000,0.00,8.68,1328.1,9,41
28810,14.40,7,34,0.72,1339,14.59,30144,1.01,2.3705,15.00,22,16.02,9.02,0.0000,0.00,8.69,1328.1,9,41
28914,14.40,7,34,0.72,1341,14.62,30016,1.01,2.3718,15.00,22,15.97,9.02,0.0000,0.00,8.68,1328.1,9,41
29018,14.40,7,34,0.72,1343,14.59,29952,1.01,2.3718,15.00,22,16.03,9.02,0.0000,0.00,8.68,1328.1,9,41
29122,14.40,7,34,0.72,1346,14.60,27776,1.01,2.3705,15.00,22,16.04,9.02,0.0000,0.00,8.68,1328.1,9,41
29225,14.40,7,34,0.72,1340,14.14,27072,1.01,2.3708,15.00,22,15.90,9.02,0.0000,0.00,8.69,1328.1,9,41
29330,14.32,7,34,0.71,1333,14.37,29952,1.01,2.3685,15.00,22,16.01,9.02,0.0000,0.00,8.68,1328.1,9,41
29433,14.40,7,34,0.71,1337,14.80,31616,1.01,2.3680,15.00,22,15.95,9.02,0.0000,0.00,8.69,1328.1,9,41
29538,14.16,7,34,0.71,1331,14.58,30208,1.01,2.3690,15.00,22,16.01,9.02,0.0000,0.00,8.68,1328.1,9,41
29643,14.40,7,34,0.72,1336,14.59,30080,1.01,2.3748,15.00,22,15.93,9.02,0.0000,0.00,8.68,1328.1,9,41
29748,14.32,7,34,0.72,1340,14.58,29888,1.01,2.3738,15.00,22,16.01,9.02,0.0000,0.00,8.69,1328.1,9,41
29851,14.32,7,34,0.72,1337,14.57,30144,1.01,2.3752,15.00,22,15.95,9.02,0.0000,0.00,8.69,1328.1,9,41
29957,14.32,7,34,0.72,1341,14.59,30208,1.01,2.3760,15.00,22,15.96,9.02,0.0000,0.00,8.68,1328.1,9,41
30061,14.40,7,34,0.72,1345,14.60,30016,1.01,2.3742,15.00,22,16.04,9.02,0.0000,0.00,8.68,1328.1,9,41
30165,14.24,7,34,0.72,1340,14.58,30016,1.01,2.3733,15.00,22,15.91,9.02,0.0000,0.00,8.69,1328.1,9,41
30269,14.40,7,34,0.72,1340,14.57,30144,1.01,2.3715,15.00,22,16.03,9.02,0.0000,0.00,8.68,1328.1,9,41
30374,14.16,7,34,0.72,1347,14.60,30208,1.01,2.3712,15.00,22,16.06,9.02,0.0000,0.00,8.68,1328.1,9,41
30478,14.32,7,34,0.72,1340,14.59,29824,1.01,2.3715,15.00,22,16.01,9.02,0.0000,0.00,8.68,1328.1,9,41
30582,14.16,7,34,0.72,1344,14.35,28480,1.01,2.3720,15.00,22,15.84,9.02,0.0000,0.00,8.69,1328.1,9,41
30686,14.40,7,34,0.72,1347,14.33,30080,1.01,2.3710,15.00,22,16.12,9.02,0.0000,0.00,8.68,1328.1,9,41
30790,14.16,7,34,0.72,1342,14.61,30144,1.01,2.3702,15.00,22,15.95,9.02,0.0000,0.00,8.69,1328.1,9,41
30894,14.40,7,34,0.72,1343,14.60,30016,1.01,2.3708,15.00,22,15.97,9.02,0.0000,0.00,8.69,1328.1,9,41
30998,14.24,7,34,0.72,1348,14.58,30208,1.01,2.3708,15.00,22,16.02,9.02,0.0000,0.00,8.69,1328.1,9,41
31102,14.32,7,34,0.72,1336,14.58,30208,1.01,2.3705,15.00,22,15.90,9.02,0.0000,0.00,8.68,1328.1,9,41
31206,14.32,7,34,0.72,1334,14.61,30080,1.01,2.3712,15.00,22,16.03,9.02,0.0000,0.00,8.69,1328.1,9,41
31310,14.32,7,34,0.72,1342,14.59,30016,1.01,2.3730,15.00,22,16.05,9.02,0.0000,0.00,8.68,1328.1,9,41
31414,14.32,7,34,0.72,1335,14.57,30208,1.01,2.3730,15.00,22,16.06,9.02,0.0000,0.00,8.68,1328.1,9,41
31518,14.32,7,34,0.72,1344,14.60,30208,1.01,2.3727,15.00,22,15.99,9.02,0.0000,0.00,8.68,1328.1,9,41
31621,14.32,7,34,0.72,1348,14.76,30080,1.01,2.3723,15.00,22,16.02,9.02,0.0000,0.00,8.68,1328.1,9,41
31726,14.32,7,34,0.72,1344,14.58,30080,1.01,2.3725,15.00,22,16.11,9.02,0.0000,0.00,8.68,1328.1,9,41
31829,14.32,7,34,0.72,1339,14.58,30144,1.01,2.3720,15.00,22,16.04,9.02,0.0000,0.00,8.68,1328.1,9,41
31934,14.32,7,34,0.72,1351,14.60,30208,1.01,2.3723,15.00,22,15.99,9.02,0.0000,0.00,8.68,1328.1,9,41
32037,14.32,7,34,0.72,1341,14.60,30016,1.01,2.3715,15.00,22,16.02,9.02,0.0000,0.00,8.68,1328.1,9,41
32141,14.32,7,34,0.72,1341,14.58,30080,1.01,2.3705,15.00,22,15.99,9.02,0.0000,0.00,8.68,1328.1,9,41
32245,14.32,7,34,0.72,1348,14.58,30208,1.01,2.3710,15.00,22,16.04,9.02,0.0000,0.00,8.68,1328.1,9,41
32349,14.40,7,34,0.72,1342,14.61,30144,1.01,2.3702,15.00,22,16.05,9.02,0.0000,0.00,8.68,1328.1,9,41
32453,14.32,7,34,0.72,1338,14.60,30080,1.01,2.3708,15.00,22,15.91,9.02,0.0000,0.00,8.68,1328.1,9,41
32557,14.32,7,34,0.72,1352,14.57,30208,1.01,2.3705,15.00,22,16.01,9.02,0.0000,0.00,8.68,1328.1,9,41
32661,14.32,7,34,0.72,1343,14.57,29184,1.01,2.3705,15.00,22,16.08,9.02,0.0000,0.00,8.68,1328.1,9,41
32764,14.40,7,34,0.72,1346,14.37,28480,1.01,2.3708,15.00,22,16.09,9.02,0.0000,0.00,8.67,1328.1,9,41
32869,14.32,7,34,0.72,1355,14.59,30208,1.01,2.3708,15.00,22,15.91,9.02,0.0000,0.00,8.68,1328.1,9,41
32972,14.40,7,34,0.71,1347,14.58,30208,1.01,2.3685,15.00,22,16.14,9.02,0.0000,0.00,8.68,1328.1,9,41
33077,14.32,7,34,0.71,1344,14.60,30208,1.01,2.3683,15.00,22,16.10,9.02,0.0000,0.00,8.67,1328.1,9,41
33180,14.32,7,34,0.71,1351,14.60,30016,1.01,2.3693,15.00,22,16.00,9.02,0.0000,0.00,8.67,1328.1,9,41
33285,14.32,7,34,0.71,1342,14.58,30144,1.01,2.3693,15.00,22,16.06,9.02,0.0000,0.00,8.68,1328.1,9,41
33388,14.32,7,34,0.71,1343,14.57,30208,1.01,2.3693,15.00,22,16.01,9.02,0.0000,0.00,8.68,1328.1,9,41
33492,14.32,7,34,0.71,1349,14.60,30016,1.01,2.3685,15.00,22,16.07,9.02,0.0000,0.00,8.68,1328.1,9,41
33596,14.32,7,34,0.71,1346,14.60,29952,1.01,2.3690,15.00,22,16.12,9.02,0.0000,0.00,8.68,1328.1,9,41
33700,14.32,7,34,0.72,1343,14.82,31744,1.01,2.3708,15.00,21,16.08,9.02,0.0000,0.00,8.68,1328.1,9,41
33805,14.32,7,34,0.72,1351,14.58,30208,1.01,2.3702,15.00,21,16.04,9.02,0.0000,0.00,8.67,1328.1,9,41
33908,14.32,7,34,0.72,1348,14.61,30080,1.01,2.3708,15.00,21,16.14,9.02,0.0000,0.00,8.67,1328.1,9,41
34013,14.32,7,34,0.72,1347,14.57,30016,1.01,2.3723,15.00,21,16.00,9.02,0.0000,0.00,8.68,1328.1,9,41
34115,14.32,7,34,0.72,1349,14.57,30208,1.01,2.3730,15.00,22,16.09,9.02,0.0000,0.00,8.67,1328.1,9,41
34220,14.32,7,34,0.72,1345,14.59,30144,1.01,2.3712,15.00,21,16.11,9.02,0.0000,0.00,8.67,1328.1,9,41
34324,14.32,7,34,0.72,1340,14.60,30080,1.01,2.3708,15.00,21,15.97,9.02,0.0000,0.00,8.67,1328.1,9,41
34428,14.32,7,34,0.71,1343,14.58,30080,1.01,2.3700,15.00,21,15.98,9.02,0.0000,0.00,8.67,1328.1,9,41
34532,14.32,7,34,0.72,1340,14.60,30400,1.01,2.3705,15.00,22,16.04,9.02,0.0000,0.00,8.67,1328.1,9,41
34636,14.40,7,34,0.72,1341,14.62,30336,1.01,2.3708,15.00,21,15.93,9.02,0.0000,0.00,8.66,1328.1,9,41
34739,14.32,7,34,0.72,1346,14.60,29952,1.01,2.3710,15.00,21,15.99,9.02,0.0000,0.00,8.67,1328.1,9,41
34844,14.40,7,34,0.72,1340,14.34,28608,1.01,2.3723,15.00,21,16.10,9.02,0.0000,0.00,8.67,1328.1,9,41
34947,14.32,7,34,0.72,1344,14.35,30336,1.01,2.3715,15.00,21,16.09,9.02,0.0000,0.00,8.66,1328.1,9,41
35051,14.40,7,34,0.72,1356,14.62,30144,1.01,2.3740,15.00,21,16.14,9.02,0.0000,0.00,8.67,1328.1,9,41
35156,14.32,7,34,0.72,1355,14.61,30080,1.01,2.3733,15.00,21,16.22,9.02,0.0000,0.00,8.67,1328.1,9,41
35259,14.32,7,34,0.71,1363,14.58,30208,1.01,2.3683,15.00,21,16.20,9.02,0.0000,0.00,8.66,1328.1,9,41
35363,14.32,7,34,0.71,1373,14.60,30208,1.01,2.3643,15.00,21,16.09,9.02,0.0000,0.00,8.67,1328.1,9,41
35467,14.40,7,34,0.71,1360,14.60,30080,1.01,2.3578,15.00,21,15.98,9.02,0.0000,0.00,8.66,1328.1,9,40
35570,14.24,7,34,0.71,1360,14.59,30080,1.01,2.3498,15.00,21,15.95,9.02,0.0000,0.00,8.67,1328.1,9,40
35675,14.40,7,34,0.71,1366,14.59,30144,1.01,2.3440,15.00,21,15.90,9.02,0.0000,0.00,8.66,1328.1,9,40
35779,14.40,7,34,0.71,1359,15.14,33728,1.01,2.3405,15.00,21,15.93,9.02,0.0000,0.00,8.66,1328.1,9,40
35883,14.40,7,34,0.70,1360,14.65,29952,1.01,2.3367,15.00,21,15.83,9.02,0.0000,0.00,8.67,1328.1,9,40
35986,14.40,7,34,0.70,1365,15.37,35136,1.01,2.3330,15.00,21,16.01,9.02,0.0000,0.00,8.66,1328.1,9,40
36091,14.32,7,34,0.70,1353,14.59,30208,1.01,2.3323,15.00,21,15.93,9.02,0.0000,0.00,8.66,1328.1,9,40
36195,14.40,7,34,0.70,1356,14.62,30144,1.01,2.3315,15.00,21,15.98,9.02,0.0000,0.00,8.66,1328.1,9,40
36299,14.32,7,34,0.70,1352,14.61,30080,1.01,2.3342,15.00,21,15.95,9.02,0.0000,0.00,8.67,1328.1,9,40
36402,14.40,7,34,0.70,1356,14.58,30272,1.01,2.3367,15.00,21,15.84,9.02,0.0000,0.00,8.66,1328.1,9,40
36506,14.32,7,34,0.71,1361,15.14,33792,1.01,2.3367,15.00,21,15.95,9.02,0.0000,0.00,8.66,1328.1,9,40
36611,14.32,7,34,0.71,1355,14.61,30144,1.01,2.3373,15.00,21,16.08,9.02,0.0000,0.00,8.66,1328.1,9,40
36714,14.32,7,34,0.71,1360,15.13,33600,1.01,2.3370,15.00,21,15.97,9.02,0.0000,0.00,8.66,1328.1,9,40
36818,14.40,7,34,0.70,1368,15.13,33664,1.01,2.3357,15.00,21,16.14,9.02,0.0000,0.00,8.66,1328.1,9,40
36923,14.24,7,35,0.70,1364,15.12,32320,1.01,2.3338,15.00,21,15.95,9.02,0.0000,0.00,8.65,1328.1,9,40
37029,14.40,7,35,0.70,1372,14.91,31936,1.01,2.3302,15.00,21,16.01,9.02,0.0000,0.00,8.66,1328.1,9,40
37131,14.40,7,35,0.70,1377,15.13,33600,1.01,2.3262,15.00,21,15.90,9.02,0.0000,0.00,8.66,1328.1,9,40
37234,14.40,7,35,0.70,1368,15.13,33792,1.01,2.3200,15.00,21,15.87,9.02,0.0000,0.00,8.65,1328.1,9,40
37339,14.40,7,35,0.70,1379,15.15,33728,1.01,2.3130,15.00,21,16.03,9.02,0.0000,0.00,8.64,1328.1,9,40
37442,14.32,7,35,0.70,1376,15.14,33536,1.01,2.3102,15.00,21,15.99,9.02,0.0000,0.00,8.61,1328.1,9,40
37545,14.32,7,35,0.70,1376,15.11,33792,1.01,2.3073,15.00,21,15.83,9.02,0.0000,0.00,8.60,1328.1,9,40
37650,14.16,7,35,0.69,1376,15.14,33728,1.01,2.3030,15.00,21,15.89,9.02,0.0000,0.00,8.59,1328.1,9,40
37754,14.40,7,35,0.69,1367,15.16,33536,1.01,2.2990,15.00,21,15.72,9.02,0.0000,0.00,8.53,1328.1,9,40
37859,14.48,7,35,0.69,1358,15.13,33536,1.01,2.2955,15.00,21,15.66,9.02,0.0000,0.00,8.58,1328.1,9,40
37964,14.32,7,35,0.69,1356,15.14,33792,1.01,2.2973,15.00,21,15.72,9.02,0.0000,0.00,8.61,1328.1,9,40
38068,14.40,7,35,0.69,1347,15.39,35264,1.01,2.3003,15.00,21,15.52,8.63,0.0000,0.00,8.54,1328.1,9,40
38173,14.32,7,35,0.70,1347,15.15,33536,1.01,2.3033,15.00,21,15.67,9.02,0.0000,0.00,8.52,1328.1,9,40
38278,14.40,7,35,0.70,1338,15.10,33664,1.01,2.3093,15.00,21,15.81,8.63,0.0000,0.00,8.53,1328.1,9,40
38381,14.40,7,35,0.70,1339,15.13,33792,1.01,2.3150,15.00,21,15.70,9.02,0.0000,0.00,8.48,1328.1,9,40
38486,14.40,7,35,0.70,1347,15.16,33536,1.01,2.3182,15.00,21,15.66,8.63,0.0000,0.00,8.47,1328.1,9,40
38590,14.32,7,35,0.70,1340,15.14,33600,1.01,2.3205,15.00,21,15.76,8.63,0.0000,0.00,8.48,1328.1,9,40
38695,14.40,7,35,0.70,1341,14.58,30272,1.01,2.3188,15.00,21,15.51,8.63,0.0000,0.00,8.53,1328.1,9,40
38798,14.40,7,35,0.70,1345,15.15,33600,1.01,2.3160,15.00,21,15.54,8.63,0.0000,0.00,8.50,1328.1,9,40
38903,14.40,7,35,0.70,1340,15.15,33600,1.01,2.3120,15.00,21,15.72,8.63,0.0000,0.00,8.51,1328.1,9,40
39006,14.40,7,35,0.70,1338,15.11,33280,1.01,2.3148,15.00,21,15.54,8.63,0.0000,0.00,8.47,1328.1,9,40
39110,14.48,7,35,0.70,1334,14.87,32128,1.01,2.3138,15.00,21,15.60,8.63,0.0000,0.00,8.52,1328.1,9,40
39214,14.40,7,35,0.70,1341,15.11,33664,1.01,2.3148,15.00,21,15.56,8.63,0.0000,0.00,8.51,1328.1,9,40
39318,14.48,7,35,0.70,1339,14.87,30016,1.01,2.3167,15.00,21,15.56,8.63,0.0000,0.00,8.52,1328.1,9,40
39422,14.40,7,35,0.70,1343,15.03,33536,1.01,2.3157,15.00,21,15.57,8.63,0.0000,0.00,8.49,1328.1,9,40
39526,14.40,7,35,0.70,1349,15.13,33728,1.01,2.3165,15.00,21,15.77,8.63,0.0000,0.00,8.51,1328.1,9,40
39629,14.40,7,35,0.70,1342,14.63,30080,1.01,2.3157,15.00,21,15.65,8.63,0.0000,0.00,8.45,1328.1,9,40
39733,14.40,7,35,0.70,1335,15.14,33536,1.01,2.3180,15.00,21,15.64,8.63,0.0000,0.00,8.52,1328.1,9,40
