Time (msec),Accelerator Pedal Angle (%),Auxiliary Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Battery Voltage (V),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Crank Synchronization State (D2WD610H diagnostic)* (raw state),Engine Signal Runtime Flags (D2WD610H diagnostic)* (raw flags),Engine Signal Timeout State (D2WD610H diagnostic)* (raw state),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Scheduler Mode (D2WD610H diagnostic)* (raw mode),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Missed Airflow Task Activations (D2WD610H diagnostic)* (missed activations),Missed Crank Output Task Activations (D2WD610H diagnostic)* (missed activations),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Throttle Opening Angle (%),Vehicle Speed (km/h)
74496,35.69,4032,14.24,1,59,1,0,0,2072,12.57,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.339,0,43.92,48
74600,35.69,4032,14.16,1,59,1,0,0,2030,12.63,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,99.927,0,43.92,48
74704,35.69,4032,14.16,1,59,1,0,0,2078,12.58,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.974,0,43.92,48
74808,35.69,4032,14.16,1,59,1,0,0,2042,12.58,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,98.656,0,43.92,48
74911,35.69,4032,14.16,1,59,1,0,0,2054,12.56,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,99.610,0,43.92,48
75015,35.69,4032,14.24,1,59,1,0,0,2040,12.59,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.975,0,44.31,48
75119,36.08,4032,14.24,1,59,1,0,0,2110,12.64,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,98.974,0,44.31,48
75224,36.08,4032,14.24,1,59,1,0,0,2055,12.58,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,99.927,0,44.71,48
75328,37.65,4032,14.16,1,59,1,0,0,2111,12.59,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,99.292,0,44.71,47
75433,38.82,4032,14.24,1,59,1,0,0,2043,12.58,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,99.292,0,47.06,48
75536,38.82,4032,14.24,1,59,1,0,0,2112,12.55,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,100.562,0,47.45,48
75640,38.82,4032,14.24,1,59,1,0,0,2022,12.33,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.609,0,47.84,47
75744,38.82,4032,14.24,1,59,1,0,0,2028,12.59,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.610,0,47.45,47
75848,38.82,4032,14.24,1,59,1,0,0,2040,12.57,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,100.246,0,47.84,47
75952,38.82,4032,14.24,1,59,1,0,0,2011,12.59,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.926,0,47.84,47
76057,38.82,4032,14.16,1,59,1,0,0,2025,12.57,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,100.245,0,47.84,47
76160,38.82,4032,14.16,1,59,1,0,0,2035,12.83,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,99.292,0,47.84,47
76265,38.82,4032,14.24,1,59,1,0,0,2019,12.56,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,100.562,0,47.84,47
76369,38.82,4032,14.24,1,59,1,0,0,2016,12.59,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,98.975,0,47.84,47
76472,38.82,4032,14.24,1,59,1,0,0,2026,12.58,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.926,0,47.45,47
76576,38.43,4032,14.16,1,59,1,0,0,2006,12.58,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.610,0,47.45,47
76681,38.43,4032,14.16,1,59,1,0,0,2021,12.62,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,100.245,0,47.06,47
76784,38.43,4032,14.16,1,59,1,0,0,1996,12.53,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.292,0,47.06,47
76889,38.04,4032,14.16,1,59,1,0,0,2031,12.57,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.927,0,47.06,47
76992,38.04,4032,14.24,1,59,1,0,0,2009,12.57,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.291,0,46.67,47
77097,38.04,4032,14.24,1,59,1,0,0,2036,12.64,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,100.245,0,46.67,47
77200,37.65,4032,14.24,1,59,1,0,0,2012,12.57,0.00,0.00,7.68,1.0000,2,15.50,0,0,0,0,99.291,0,46.27,47
77304,35.69,4032,14.16,1,59,1,0,0,2031,12.53,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,99.610,0,45.88,47
77408,6.67,4032,14.24,1,59,1,0,0,2026,12.63,0.00,0.00,7.42,1.0000,2,16.00,0,0,0,0,90.079,0,35.29,47
77512,0.00,4032,14.24,1,59,1,0,0,1980,12.53,0.00,0.00,6.66,1.0000,2,16.50,0,0,0,0,59.264,0,10.20,47
77616,0.00,4032,14.32,1,59,1,0,0,1822,12.63,0.00,0.00,4.35,1.0000,2,20.50,1,0,0,0,41.792,0,7.06,47
77720,0.00,4032,14.16,1,59,1,0,0,1693,11.87,0.00,0.00,0.77,1.0000,2,17.50,63,0,0,0,34.168,0,6.67,47
77825,0.00,4032,14.08,1,59,1,0,0,1588,12.34,0.00,0.00,0.77,1.0000,2,15.00,63,0,0,0,30.038,0,6.27,46
77930,1.96,4032,14.24,1,59,1,0,0,1380,13.58,0.00,0.00,0.77,1.0000,2,18.00,0,0,0,0,29.403,0,5.88,46
78035,10.20,4032,14.24,1,59,1,0,0,1278,14.13,0.00,0.00,2.56,1.0000,2,19.50,0,0,0,0,42.110,0,9.80,46
78140,12.16,4032,14.32,1,59,1,0,0,1151,14.10,0.00,0.00,3.07,1.0000,2,18.00,0,0,0,0,70.702,0,17.65,45
78244,12.16,4032,14.24,1,59,1,0,0,1352,14.07,0.00,0.00,4.10,1.0000,2,8.00,0,0,0,0,78.326,0,17.65,45
78348,12.16,4032,14.24,1,59,1,0,0,1769,14.56,0.00,0.00,5.12,1.0000,2,14.50,0,0,0,0,73.242,0,18.04,45
78452,12.16,4032,14.32,1,59,1,0,0,2246,13.38,0.00,0.00,5.38,1.0000,2,13.50,0,0,0,0,67.206,0,18.82,44
78555,12.16,4032,14.16,1,59,1,0,0,2618,13.72,0.00,0.00,5.38,1.0000,2,14.50,0,0,0,0,62.123,0,19.22,44
78659,12.16,4032,14.24,1,59,1,0,0,2495,14.37,0.00,0.00,4.86,1.0000,2,25.00,0,0,0,0,64.347,0,20.00,44
78764,12.16,4032,14.24,1,59,1,0,0,2372,13.57,0.00,0.00,5.12,1.0000,2,24.50,0,0,0,0,65.300,0,20.39,44
78867,17.25,4032,14.24,1,59,1,0,0,2489,13.13,0.00,0.00,5.12,1.0000,2,24.00,0,0,0,0,72.288,0,21.96,44
78972,17.25,4032,14.16,1,59,1,0,0,2488,12.57,0.00,0.00,5.38,1.0000,2,22.50,0,0,0,0,80.231,0,25.49,43
79076,19.61,4032,14.24,1,59,1,0,0,2463,13.11,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,83.409,0,27.84,43
79181,19.61,4032,14.16,1,59,1,0,0,2428,13.13,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,84.679,0,28.24,44
79284,19.61,4032,14.00,1,59,1,0,0,2475,13.57,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,84.679,0,28.24,43
79388,19.61,4032,14.24,1,59,1,0,0,2444,13.59,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,84.996,0,28.24,44
79493,20.39,4032,14.24,1,59,1,0,0,2458,13.57,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,86.586,0,28.24,44
79597,25.10,4032,14.24,1,59,1,0,0,2456,13.12,0.00,0.00,6.40,1.0000,2,18.50,0,0,0,0,90.715,0,33.33,44
79700,25.10,4032,14.16,1,59,1,0,0,2494,13.15,0.00,0.00,6.91,1.0000,2,18.00,0,0,0,0,91.985,0,34.12,44
79806,25.10,4032,14.24,1,59,1,0,0,2461,13.11,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,91.986,0,34.12,44
79910,25.10,4032,14.24,1,59,1,0,0,2475,12.86,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,92.302,0,34.12,44
80015,25.10,4032,14.24,1,59,1,0,0,2435,13.12,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,92.302,0,34.12,44
80119,25.10,4032,14.16,1,59,1,0,0,2555,12.64,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,92.620,0,34.12,44
80223,21.96,4032,14.16,1,59,1,0,0,2466,12.54,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,91.985,0,33.73,44
80327,16.47,4032,14.24,1,59,1,0,0,2440,12.57,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,84.680,0,26.67,44
80432,16.47,4032,14.08,1,59,1,0,0,2548,12.83,0.00,0.00,6.40,1.0000,2,18.50,0,0,0,0,82.137,0,24.71,44
80537,16.47,4032,14.16,1,59,1,0,0,2494,12.12,0.00,0.00,6.14,1.0000,2,19.00,0,0,0,0,81.503,0,24.71,44
80640,16.47,4032,13.92,1,59,1,0,0,2516,12.11,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,81.502,0,24.71,44
80745,16.08,4032,14.24,1,59,1,0,0,2559,12.11,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,81.502,0,25.10,45
80848,12.16,4032,14.00,1,59,1,0,0,2508,12.11,0.00,0.00,6.14,1.0000,2,19.50,0,0,0,0,77.372,0,23.92,45
80952,3.14,4032,14.24,1,59,1,0,0,2486,12.12,0.00,0.00,5.63,1.0000,2,21.00,0,0,0,0,59.264,0,16.86,44
81056,2.75,4032,14.08,1,59,1,0,0,2413,12.56,0.00,0.00,4.61,1.0000,2,26.00,0,0,0,0,41.792,0,10.20,45
81160,2.75,4032,14.24,1,59,1,0,0,2519,12.10,0.00,0.00,3.33,1.0000,2,31.50,0,0,0,0,32.580,0,9.80,44
81264,2.35,4032,14.24,1,59,1,0,0,2411,12.10,0.00,0.00,2.56,1.0000,2,35.00,0,0,0,0,29.403,0,9.80,44
81368,1.96,4032,14.16,1,59,1,0,0,2425,13.59,0.00,0.00,2.30,1.0000,2,35.00,0,0,0,0,28.132,0,9.80,43
81471,1.57,4032,14.32,1,59,1,0,0,2425,15.10,0.00,0.00,2.30,1.0000,2,37.00,1,0,0,0,25.273,0,9.02,43
81575,1.18,4032,14.24,1,59,1,0,0,2334,15.18,0.00,0.00,0.77,1.0000,2,37.00,3,0,0,0,23.367,0,8.63,43
81680,0.78,4032,14.24,1,59,1,0,0,2424,15.72,0.00,0.00,0.77,1.0000,2,36.00,3,0,0,0,21.143,0,8.24,42
81783,0.39,4032,14.24,1,59,1,0,0,2330,16.12,0.00,0.00,0.77,1.0000,2,35.00,7,0,0,0,19.872,0,7.84,42
81887,0.00,4032,14.24,1,59,1,0,0,2308,15.25,0.00,0.00,0.77,1.0000,2,34.00,15,0,0,0,18.602,0,7.84,42
81992,0.00,4032,14.24,1,59,1,0,0,2351,14.35,0.00,0.00,0.77,1.0000,2,32.50,31,0,0,0,17.331,0,7.06,41
82096,0.00,4032,14.16,1,59,1,0,0,2187,14.48,0.00,0.00,0.77,1.0000,2,29.50,63,0,0,0,17.013,0,7.06,41
82199,0.00,4032,14.24,1,59,1,0,0,2086,14.57,0.00,0.00,0.77,1.0000,2,28.50,42,0,0,0,16.378,0,6.67,41
82303,31.37,4032,14.24,1,59,1,0,0,1982,14.60,0.00,0.00,1.54,1.0000,2,29.00,0,0,0,0,46.239,0,12.55,41
82408,46.67,4032,14.24,1,59,1,0,0,2067,14.57,0.00,0.00,4.35,1.0000,2,14.50,0,0,0,0,94.844,0,52.94,41
82511,0.00,4032,14.24,1,59,1,0,0,2390,15.15,0.00,0.00,6.40,1.0000,2,23.50,0,0,0,0,67.524,0,23.53,40
82615,0.00,4032,14.00,1,59,1,0,0,2577,14.17,0.00,0.00,5.12,1.0000,2,27.00,1,0,0,0,37.345,0,8.24,40
82719,0.00,4032,14.24,1,59,1,0,0,2539,15.62,0.00,0.00,0.77,1.0000,2,28.00,3,0,0,0,26.226,0,7.84,40
82822,0.00,4032,14.32,1,59,1,0,0,2499,15.58,0.00,0.00,0.77,1.0000,2,33.00,3,0,0,0,21.461,0,7.84,40
82927,0.00,4032,14.24,1,59,1,0,0,2485,14.37,0.00,0.00,0.77,1.0000,2,32.50,7,0,0,0,18.919,0,7.84,39
83031,0.00,4032,14.24,1,59,1,0,0,2510,13.58,0.00,0.00,0.77,1.0000,2,29.00,15,0,0,0,17.331,0,7.84,39
83135,0.00,4032,14.24,1,59,1,0,0,2688,14.12,0.00,0.00,0.77,1.0000,2,27.00,31,0,0,0,16.696,0,7.84,38
83240,0.00,4032,14.24,1,59,1,0,0,2734,15.12,0.00,0.00,0.77,1.0000,2,25.50,31,0,0,0,15.743,0,7.84,38
83344,0.00,4032,14.32,1,59,1,0,0,2806,15.59,0.00,0.00,0.77,1.0000,2,24.00,63,0,0,0,15.743,0,7.84,37
83448,0.00,4032,14.32,1,59,1,0,0,2718,15.65,0.00,0.00,0.77,1.0000,2,22.50,63,0,0,0,15.743,0,8.24,36
83552,0.00,4032,14.24,1,59,1,0,0,2656,16.14,0.00,0.00,0.77,1.0000,2,21.50,63,0,0,0,16.060,0,8.24,36
83656,0.00,4032,14.24,1,59,1,0,0,2658,16.60,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,16.060,0,8.24,35
83761,0.00,4032,14.32,1,59,1,0,0,2573,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,16.696,0,7.84,35
83866,0.00,4032,14.08,1,59,1,0,0,2556,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,16.378,0,7.84,34
83970,0.00,4032,14.24,1,59,1,0,0,2522,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,16.060,0,7.84,34
84074,0.00,4032,14.16,1,59,1,0,0,2454,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,16.060,0,7.84,33
84178,0.00,4032,14.24,1,59,1,0,0,2456,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,16.060,0,7.45,33
84282,0.00,4032,14.24,1,59,1,0,0,2385,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.743,0,7.45,32
84387,0.00,4032,14.32,1,59,1,0,0,2422,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.743,0,7.45,32
84491,0.00,4032,14.24,1,59,1,0,0,2338,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.743,0,7.06,31
84595,0.00,4032,14.24,1,59,1,0,0,2350,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.743,0,7.06,31
84699,0.00,4032,14.24,1,59,1,0,0,2273,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.743,0,7.06,30
84803,0.00,4032,14.32,1,59,1,0,0,2288,0.00,0.00,0.00,0.77,1.0000,2,20.00,63,0,0,0,15.743,0,7.06,30
84907,1.96,4032,14.08,1,59,1,0,0,2214,0.00,0.00,0.00,1.54,1.0000,2,20.00,42,0,0,0,16.378,0,7.06,29
85012,3.14,4032,14.16,1,59,1,0,0,2228,0.00,0.00,0.00,1.54,1.0000,2,21.00,0,0,0,0,20.190,0,9.02,29
85116,3.92,4032,14.24,1,60,1,0,0,2145,0.00,0.00,0.00,1.79,1.0000,2,22.50,0,0,0,0,26.861,0,10.98,29
85220,5.10,4032,14.16,1,60,1,0,0,2148,0.00,0.00,0.00,2.05,1.0000,2,24.50,0,0,0,0,30.356,0,10.98,29
85323,6.67,4032,14.24,1,60,1,0,0,2230,0.00,0.00,0.00,2.30,1.0000,2,25.50,0,0,0,0,37.662,0,13.33,28
85428,7.06,4032,14.24,1,60,1,0,0,2173,0.00,0.00,0.00,2.82,1.0000,2,26.00,0,0,0,0,42.110,0,14.12,28
85532,7.06,4032,14.16,1,60,1,0,0,2120,0.00,0.00,0.00,3.07,1.0000,2,27.00,0,0,0,0,44.969,0,14.51,28
85636,7.06,4032,14.24,1,60,1,0,0,2116,0.00,0.00,0.00,3.33,1.0000,2,27.00,0,0,0,0,46.557,0,14.51,28
85739,8.63,4032,14.08,1,60,1,0,0,2136,0.00,0.00,0.00,3.58,1.0000,2,27.00,0,0,0,0,48.146,0,14.51,28
85843,9.02,4032,14.32,1,60,1,0,0,2135,0.00,0.00,0.00,3.84,1.0000,2,27.00,0,0,0,0,51.958,0,16.08,28
85947,9.41,4032,14.16,1,60,1,0,0,2147,18.84,0.00,0.00,4.10,1.0000,2,26.00,0,0,0,0,55.452,0,16.86,28
86051,9.41,4032,14.16,1,60,1,0,0,2116,18.13,0.00,0.00,4.35,1.0000,2,26.00,0,0,0,0,56.405,0,16.86,28
86155,9.41,4032,14.24,1,60,1,0,0,2058,16.57,0.00,0.00,4.35,1.0000,2,25.50,0,0,0,0,57.994,0,16.86,28
86259,11.37,4032,14.24,1,60,1,0,0,2138,16.35,0.00,0.00,4.61,1.0000,2,26.00,0,0,0,0,60.535,0,18.04,28
86363,11.37,4032,14.24,1,60,1,0,0,2112,16.11,0.00,0.00,4.86,1.0000,2,25.50,0,0,0,0,64.665,0,18.82,28
86468,11.37,4032,14.16,1,60,1,0,0,2149,15.14,0.00,0.00,5.12,1.0000,2,24.50,0,0,0,0,64.983,0,18.82,28
86572,12.16,4032,14.16,1,60,1,0,0,2139,15.62,0.00,0.00,5.12,1.0000,2,24.00,0,0,0,0,65.618,0,18.82,28
86677,13.33,4032,14.16,1,60,1,0,0,2136,15.14,0.00,0.00,5.12,1.0000,2,23.50,0,0,0,0,71.017,0,20.78,28
86781,13.73,4032,14.16,1,60,1,0,0,2188,14.58,0.00,0.00,5.38,1.0000,2,22.50,0,0,0,0,72.923,0,21.57,28
86885,13.73,4032,14.24,1,60,1,0,0,2118,14.18,0.00,0.00,5.63,1.0000,2,22.00,0,0,0,0,73.879,0,21.57,29
86988,14.90,4032,14.16,1,60,1,0,0,2186,14.11,0.00,0.00,5.63,1.0000,2,21.50,0,0,0,0,75.148,0,22.35,29
87093,14.90,4032,14.16,1,60,1,0,0,2180,14.38,0.00,0.00,5.63,1.0000,2,21.00,0,0,0,0,77.055,0,22.75,29
87198,14.90,4032,14.32,1,60,1,0,0,2206,14.14,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.736,0,22.75,29
87302,14.90,4032,14.24,1,60,1,0,0,2303,14.18,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,77.371,0,22.75,29
87406,14.90,4032,14.08,1,60,1,0,0,2239,14.10,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,77.691,0,22.75,30
87511,14.90,4032,14.24,1,60,1,0,0,2274,13.59,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.736,0,22.75,30
87615,14.90,4032,14.16,1,60,1,0,0,2291,13.58,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.736,0,22.75,30
87720,14.90,4032,14.24,1,60,1,0,0,2300,13.60,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.420,0,22.75,30
87823,14.90,4032,14.16,1,60,1,0,0,2331,13.12,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.736,0,22.75,30
87930,14.90,4032,14.24,1,60,1,0,0,2335,13.13,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.737,0,22.75,30
88032,14.90,4032,14.08,1,60,1,0,0,2345,13.13,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.736,0,23.14,31
88137,14.90,4032,13.92,1,60,1,0,0,2418,13.14,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,77.055,0,22.75,31
88241,14.90,4032,14.24,1,60,1,0,0,2354,13.11,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.736,0,23.14,31
88346,14.90,4032,14.24,1,60,1,0,0,2386,12.85,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.419,0,22.75,31
88449,14.51,4032,14.16,1,60,1,0,0,2387,12.89,0.00,0.00,5.89,1.0000,2,20.50,0,0,0,0,76.101,0,23.14,31
88553,12.55,4032,14.24,1,60,1,0,0,2403,13.15,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,72.925,0,21.18,32
88658,11.37,4032,14.00,1,60,1,0,0,2425,13.11,0.00,0.00,5.38,1.0000,2,22.00,0,0,0,0,68.476,0,20.00,32
88762,10.98,4032,14.24,1,60,1,0,0,2380,13.10,0.00,0.00,5.12,1.0000,2,23.00,0,0,0,0,64.665,0,19.22,32
88865,10.98,4032,14.16,1,60,1,0,0,2494,12.58,0.00,0.00,5.12,1.0000,2,24.00,0,0,0,0,63.077,0,18.82,32
88970,9.02,4032,14.00,1,60,1,0,0,2441,12.57,0.00,0.00,4.86,1.0000,2,24.50,0,0,0,0,61.806,0,18.82,32
89074,9.02,4032,14.16,1,60,1,0,0,2426,12.46,0.00,0.00,4.86,1.0000,2,25.50,0,0,0,0,57.041,0,16.86,32
89179,9.02,4032,14.16,1,60,1,0,0,2454,12.43,0.00,0.00,4.61,1.0000,2,26.50,0,0,0,0,55.135,0,16.86,32
89284,9.02,4032,13.92,1,60,1,0,0,2454,12.17,0.00,0.00,4.35,1.0000,2,27.50,0,0,0,0,54.499,0,16.86,32
89387,8.63,4032,14.08,1,60,1,0,0,2432,12.10,0.00,0.00,4.35,1.0000,2,28.00,0,0,0,0,53.546,0,16.86,32
89491,8.63,4032,14.08,1,60,1,0,0,2447,12.11,0.00,0.00,4.35,1.0000,2,28.00,0,0,0,0,54.499,0,16.86,32
89595,8.63,4032,14.16,1,60,1,0,0,2466,12.10,0.00,0.00,4.35,1.0000,2,28.50,0,0,0,0,53.546,0,16.86,32
89699,8.63,4032,14.24,1,60,1,0,0,2440,12.09,0.00,0.00,4.10,1.0000,2,28.50,0,0,0,0,52.276,0,16.47,32
89803,8.63,4032,14.24,1,60,1,0,0,2450,12.58,0.00,0.00,4.10,1.0000,2,28.50,0,0,0,0,51.958,0,16.08,32
89908,8.24,4032,14.24,1,60,1,0,0,2462,12.54,0.00,0.00,4.10,1.0000,2,29.00,0,0,0,0,50.687,0,16.08,32
90012,7.84,4032,14.16,1,60,1,0,0,2462,12.57,0.00,0.00,3.84,1.0000,2,29.50,0,0,0,0,49.734,0,15.69,32
90116,7.45,4032,14.24,1,60,1,0,0,2454,12.55,0.00,0.00,3.84,1.0000,2,30.00,0,0,0,0,48.781,0,15.69,32
90221,7.06,4032,14.24,1,60,1,0,0,2441,12.53,0.00,0.00,3.84,1.0000,2,30.00,0,0,0,0,47.510,0,14.90,32
90325,4.71,4032,13.92,1,60,1,0,0,2459,12.57,0.00,0.00,3.58,1.0000,2,31.00,0,0,0,0,42.745,0,13.73,32
90428,4.71,4032,14.16,1,60,1,0,0,2381,12.53,0.00,0.00,3.07,1.0000,2,33.00,0,0,0,0,37.980,0,12.16,32
90534,4.71,4032,14.16,1,60,1,0,0,2481,12.33,0.00,0.00,2.82,1.0000,2,34.50,0,0,0,0,35.756,0,12.16,32
90638,4.71,4032,13.84,1,60,1,0,0,2412,12.59,0.00,0.00,2.82,1.0000,2,35.00,0,0,0,0,35.121,0,12.16,32
90742,4.71,4032,14.08,1,60,1,0,0,2412,12.62,0.00,0.00,2.56,1.0000,2,35.00,0,0,0,0,34.168,0,12.16,32
90847,3.92,4032,14.00,1,60,1,0,0,2374,12.18,0.00,0.00,2.56,1.0000,2,35.00,0,0,0,0,33.215,0,12.16,32
90950,3.53,4032,14.00,1,60,1,0,0,2405,12.49,0.00,0.00,2.56,1.0000,2,35.50,0,0,0,0,30.356,0,10.59,32
91054,1.96,4032,14.16,1,60,1,0,0,2374,12.81,0.00,0.00,2.30,1.0000,2,36.00,0,0,0,0,26.861,0,9.80,32
91158,1.57,4032,14.24,1,60,1,0,0,2338,12.57,0.00,0.00,2.05,1.0000,2,37.00,0,0,0,0,24.002,0,9.02,32
91262,1.57,4032,14.24,1,60,1,0,0,2360,12.58,0.00,0.00,2.05,1.0000,2,36.50,0,0,0,0,22.414,0,8.63,31
91366,1.57,4032,14.24,1,60,1,0,0,2354,12.58,0.00,0.00,1.79,1.0000,2,35.50,0,0,0,0,21.461,0,8.63,31
91470,1.57,4032,14.24,1,60,1,0,0,2320,12.55,0.00,0.00,1.79,1.0000,2,35.00,0,0,0,0,21.143,0,8.63,31
91576,1.57,4032,14.16,1,60,1,0,0,2320,12.58,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,21.461,0,8.63,31
91679,1.57,4032,14.00,1,60,1,0,0,2310,12.10,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,21.461,0,8.63,31
91784,1.57,4032,14.00,1,60,1,0,0,2285,12.07,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,21.779,0,8.63,30
91888,1.57,4032,14.00,1,60,1,0,0,2277,12.11,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,21.779,0,8.63,30
91993,1.57,4032,14.16,1,60,1,0,0,2264,12.60,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,21.779,0,8.63,30
92097,1.57,4032,14.00,1,60,1,0,0,2247,12.57,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,22.096,0,8.63,30
92202,1.18,4032,13.92,1,60,1,0,0,2303,13.11,0.00,0.00,1.79,1.0000,2,34.50,0,0,0,0,22.096,0,8.63,30
92305,1.18,4032,14.08,1,60,1,0,0,2222,13.11,0.00,0.00,1.79,1.0000,2,34.50,1,0,0,0,21.143,0,8.24,30
92410,0.78,4032,14.08,1,60,1,0,0,2190,13.56,0.00,0.00,0.77,1.0000,2,34.00,1,0,0,0,20.508,0,8.24,29
92513,0.39,4032,14.24,1,60,1,0,0,2196,13.56,0.00,0.00,0.77,1.0000,2,34.00,3,0,0,0,19.555,0,7.84,29
92617,0.00,4032,14.24,1,60,1,0,0,2184,13.86,0.00,0.00,0.77,1.0000,2,33.50,7,0,0,0,18.602,0,7.06,29
92722,0.00,4032,14.16,1,60,1,0,0,2141,14.10,0.00,0.00,0.77,1.0000,2,33.00,7,0,0,0,17.013,0,7.06,29
92825,0.00,4032,14.24,1,60,1,0,0,2118,14.41,0.00,0.00,0.77,1.0000,2,31.00,15,0,0,0,16.696,0,6.67,28
92929,0.00,4032,14.16,1,60,1,0,0,2063,15.34,0.00,0.00,0.77,1.0000,2,29.50,31,0,0,0,16.060,0,6.67,28
93033,0.00,4032,14.16,1,60,1,0,0,2060,15.60,0.00,0.00,0.77,1.0000,2,28.00,31,0,0,0,16.378,0,6.67,28
93137,0.00,4032,13.84,1,60,1,0,0,2040,15.60,0.00,0.00,0.77,1.0000,2,27.00,63,0,0,0,16.378,0,6.67,27
